hshd_id,shabit,net_spend_amt,product
3462379413,Premium Loyal,1.69,PASTA & PIZZA SAUCE: KRO 4 CHEESE ALFREDO
3646744305,Premium Loyal,6.95,GREETING CARDS: PAPYRUS THANKYOU CRD
6021161317,Premium Loyal,4.04,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3598641045,Uncommitted,5.49,NF SHORTENING AND OIL: STO RFND COCONUT OIL
8380210141,Potential,5.49,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3807885829,Premium Loyal,10.98,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3816030055,Premium Loyal,4.4,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3441310017,Valuable,4.89,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3465662841,Valuable,5.19,NF SHORTENING AND OIL: STO RFND COCONUT OIL
4999650735,Premium Loyal,5.19,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3812159095,Potential,4.65,NF SHORTENING AND OIL: STO RFND COCONUT OIL
3828037179,Valuable,1.99,GREETING CARDS: UNIQ PAPER SHOT CUPS
3421997785,Premium Loyal,1.99,GREETING CARDS: UNIQ PAPER SHOT CUPS
3771667261,Valuable,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3800876355,Premium Loyal,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3771667261,Valuable,2.79,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3771667261,Valuable,3.98,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
8388046225,Premium Loyal,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
6110119013,Premium Loyal,2.79,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3391138747,Valuable,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3391138747,Valuable,2.79,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
5397209397,Potential,2.79,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3391138747,Valuable,3.98,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3391138747,Valuable,3.98,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
4999167387,Potential,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
5002990075,Lapsed,3.98,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3472237675,Valuable,7.96,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3636521895,Valuable,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
5304740381,Premium Loyal,1.99,PASTA & PIZZA SAUCE: BARLLA MARINARA SAUCE
3473474671,Premium Loyal,1.49,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3473474671,Premium Loyal,1.49,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3472037537,Premium Loyal,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3472638827,Uncommitted,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3472037537,Premium Loyal,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3465209031,Premium Loyal,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3473262577,Potential,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3463655477,Uncommitted,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3472037537,Premium Loyal,1.99,GREETING CARDS: BOWS NEUTRAL EVERYDAY
3813729813,Premium Loyal,7.99,GREETING CARDS: HMK BAG BOTTLE CHEERS
3534899117,Premium Loyal,2.99,GREETING CARDS: HMK BAG GRAND STF HOT
3769200151,Premium Loyal,3.99,GREETING CARDS: HMK BAG LG GRN PSLY W
3813729813,Premium Loyal,3.99,GREETING CARDS: HMK BAG LG GRN PSLY W
3552420503,Lapsed,3.99,GREETING CARDS: HMK BAG LG GRN PSLY W
3817583789,Potential,3.99,GREETING CARDS: HMK BAG LG GRN PSLY W
3623414541,Premium Loyal,3.99,GREETING CARDS: HMK BAG LG GRN PSLY W
3789760097,Valuable,2.99,GREETING CARDS: HMK BAG LG MULTI DOTS
5177800087,Valuable,2,GREETING CARDS: HMK CARD ADMIN ANYONE
3377285583,Premium Loyal,2,GREETING CARDS: HMK CARD ADMIN ANYONE
3790526791,Valuable,5.99,GREETING CARDS: HMK CARD BABY CLASSIC
3377528247,Valuable,4.99,GREETING CARDS: HMK CARD BABY CLASSIC
8375529493,Uncommitted,0.99,GREETING CARDS: HMK CARD CARE 99 CENT
3817583789,Potential,3.49,GREETING CARDS: HMK CARD CARE SHOEBOX
3478090743,Potential,3.49,GREETING CARDS: HMK CARD CARE SHOEBOX
3545737755,Valuable,2.29,GREETING CARDS: HMK CARD FDAY BROTHER
3774993297,Potential,3.99,GREETING CARDS: HMK CARD FRIEND CROWN
3769200151,Premium Loyal,0.99,GREETING CARDS: HMK CARD FRIEND VALUE
3643340667,Premium Loyal,3.96,GREETING CARDS: HMK CARD FRIEND VALUE
8392062527,Valuable,3.49,GREETING CARDS: HMK CARD GRAD SHOEBOX
3757710909,Premium Loyal,3.49,GREETING CARDS: HMK CARD LOVE SHOEBOX
3813147185,Premium Loyal,3.49,GREETING CARDS: HMK CARD LOVE SHOEBOX
3813147185,Premium Loyal,3.69,GREETING CARDS: HMK CARD LOVE SHOEBOX
3776912265,Valuable,3.49,GREETING CARDS: HMK CARD MDAY SHOEBOX
3720293979,Premium Loyal,3.49,GREETING CARDS: HMK CARD MDAY SHOEBOX
8375529493,Uncommitted,3.49,GREETING CARDS: HMK CARD MDAY SHOEBOX
3484634557,Potential,2.99,GREETING CARDS: HMK CARD NURSE ANYONE
3639664767,Potential,3.49,GREETING CARDS: HMK CARD THANKS CROWN
3778389327,Premium Loyal,3.59,GREETING CARDS: HMK CARD THANKS CROWN
3789634189,Premium Loyal,3.59,GREETING CARDS: HMK CARD THANKS CROWN
5389385769,Potential,4.59,GREETING CARDS: HMK CARD THANKS CROWN
3787700979,Valuable,4.99,GREETING CARDS: HMK CARD THANKS CROWN
3537408213,Premium Loyal,4.99,GREETING CARDS: HMK CARD THANKS CROWN
3782724743,Premium Loyal,6.99,GREETING CARDS: HMK CARD THANKS CROWN
3796320753,Potential,1.99,GREETING CARDS: HMK CARD THANKS CROWN
3482476793,Valuable,6.99,GREETING CARDS: HMK CARD THANKS CROWN
3430066933,Potential,6.99,GREETING CARDS: HMK CARD THANKS CROWN
3430412559,Premium Loyal,6.99,GREETING CARDS: HMK CARD THANKS CROWN
3785334593,Valuable,0.99,GREETING CARDS: HMK CARD THANKS VALUE
3553244825,Premium Loyal,0.99,GREETING CARDS: HMK CARD THANKS VALUE
3553244825,Premium Loyal,0.99,GREETING CARDS: HMK CARD THANKS VALUE
3608886285,Premium Loyal,0.99,GREETING CARDS: HMK CARD THANKS VALUE
3797609053,Potential,2,GREETING CARDS: HMK CARD THANKS VALUE
3480348031,Valuable,0.99,GREETING CARDS: HMK CARD THANKS VALUE
3478090743,Potential,2,GREETING CARDS: HMK CARD THANKS VALUE
3643340667,Premium Loyal,2,GREETING CARDS: HMK CARD THANKS VALUE
3772254921,Valuable,1.29,GREETING CARDS: HMK CONFETTI HOT PINK
3522685203,Valuable,1.29,GREETING CARDS: HMK CONFETTI HOT PINK
6402149001,Uncommitted,1.29,GREETING CARDS: HMK CONFETTI HOT PINK
3417476981,Valuable,1.29,GREETING CARDS: HMK GIFT ENCL GLITTER
3786125821,Uncommitted,1.29,GREETING CARDS: HMK GIFT ENCL HOT PNK
3762159045,Premium Loyal,3.99,GREETING CARDS: HMK NOTE GARYS BUTTER
3769200151,Premium Loyal,3.99,GREETING CARDS: HMK NOTE GARYS BUTTER
3511449695,Valuable,3.99,GREETING CARDS: HMK NOTE GARYS BUTTER
5396994081,Premium Loyal,2.58,GREETING CARDS: HMK RIB WHITE CRIMPED
3442564141,Premium Loyal,1.29,GREETING CARDS: HMK RIB WHITE CRIMPED
3635408855,Potential,1.29,GREETING CARDS: HMK RIB WHITE CRIMPED
3441145887,Potential,2,GREETING CARDS: HMK STKR GRAD CHALKBO
3797354373,Valuable,2,GREETING CARDS: HMK STKR GRAD CHALKBO
3741379981,Uncommitted,2,GREETING CARDS: HMK STKR SPARKLEBRITE
3741379981,Uncommitted,4,GREETING CARDS: HMK STKR SPARKLEBRITE
3771230195,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
8384168501,Potential,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3797888575,Valuable,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
4891037127,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3813729813,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
5621109473,Uncommitted,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3795540705,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3552420503,Lapsed,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3801045487,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3817583789,Potential,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
6402149001,Uncommitted,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3490453221,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 6SHT SOLID
3813770451,Premium Loyal,1.99,GREETING CARDS: HMK TISSUE 8SHT BLACK
3776691275,Uncommitted,1.99,GREETING CARDS: HMK TISSUE 8SHT IVORY
3789760097,Valuable,1.99,GREETING CARDS: HMK TISSUE 8SHT SOLID
3805216425,Valuable,1.99,GREETING CARDS: HMK TISSUE 8SHT SOLID
3813729813,Premium Loyal,3.98,GREETING CARDS: HMK TISSUE 8SHT SOLID
3377528247,Valuable,1.99,GREETING CARDS: HMK TISSUE 8SHT SOLID
3401195983,Uncommitted,2.5,PASTA & PIZZA SAUCE: PRSL ARRABBIATA SAUCE
5625056219,Valuable,2.5,PASTA & PIZZA SAUCE: PRSL ARRABBIATA SAUCE
3796606217,Premium Loyal,0.79,PASTA & PIZZA SAUCE: PSST MEAT PASTA SAUCE
5003172823,Potential,0.79,PASTA & PIZZA SAUCE: PSST MEAT PASTA SAUCE
6238344301,Uncommitted,1.58,PASTA & PIZZA SAUCE: PSST MEAT PASTA SAUCE
9461499325,Uncommitted,1.58,PASTA & PIZZA SAUCE: PSST MEAT PASTA SAUCE
3647727595,Lapsed,4.99,GREETING CARDS: SBRT MOZAIK CHRM FRKS
3631881647,Premium Loyal,5.99,NF SHORTENING AND OIL: SPCT COCONUT OIL SPRY
3647208057,Premium Loyal,8.99,NF SHORTENING AND OIL: SPCT REFINED CCNT OIL
3513230871,Valuable,9.89,NF SHORTENING AND OIL: SPCT REFINED CCNT OIL
3512035581,Valuable,1.99,GREETING CARDS: UNIQ SHOT GLASSES CLR
3764381029,Premium Loyal,2.49,GREETING CARDS: UNIQUE 7IN SQ PLT YLW
3485706549,Potential,2.15,GREETING CARDS: AG CHRISTMAS TIS WHITE
3470794787,Premium Loyal,11.98,GREETING CARDS: AG PROMO - PLUSH BUNNY
3473474671,Premium Loyal,2.99,GREETING CARDS: CARDS NEUTRAL CONF COM
3517003765,Uncommitted,2.99,GREETING CARDS: CARDS NEUTRAL EVDY ALT
3593527369,Uncommitted,3.99,GREETING CARDS: CARDS NEUTRAL EVDY ALT
3473998695,Valuable,4.25,GREETING CARDS: CARDS NEUTRAL EVDY ALT
3790244805,Valuable,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3790244805,Valuable,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3790244805,Valuable,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3491853959,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3466175837,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3465198889,Potential,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003300615,Potential,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3477338051,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003300615,Potential,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470772919,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3473268855,Valuable,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5207616533,Uncommitted,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3575589649,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
4999167387,Potential,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3466307133,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3511518359,Uncommitted,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3511518359,Uncommitted,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3465014455,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3523330519,Potential,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3465209031,Premium Loyal,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3472051457,Valuable,0.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
4999177173,Valuable,1.98,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3474748511,Premium Loyal,1.98,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003526447,Uncommitted,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3620537589,Uncommitted,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3467455537,Premium Loyal,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3467455537,Premium Loyal,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003435449,Valuable,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3790244805,Valuable,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5207616533,Uncommitted,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3634888073,Premium Loyal,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470700615,Potential,2.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3474081369,Valuable,3.14,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3659428669,Premium Loyal,3.14,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3491834579,Valuable,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3468674053,Premium Loyal,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3480287617,Potential,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3468912669,Valuable,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
4999511159,Potential,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3481553601,Premium Loyal,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3603961231,Potential,3.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3464350135,Premium Loyal,3.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3469198769,Premium Loyal,3.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3463655477,Uncommitted,3.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003454691,Premium Loyal,3.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3469927553,Potential,3.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3477494919,Premium Loyal,4.04,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3471067339,Premium Loyal,4.29,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3473889885,Potential,4.49,GREETING CARDS: CARDS NEUTRAL EVERYDAY
4999113725,Premium Loyal,4.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3472051457,Valuable,4.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470700615,Potential,4.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3466175837,Premium Loyal,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470794787,Premium Loyal,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470865773,Valuable,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3473896715,Valuable,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3471067339,Premium Loyal,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3471067339,Premium Loyal,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3472618393,Potential,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3477134615,Premium Loyal,4.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5003245865,Premium Loyal,5.49,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3465209031,Premium Loyal,5.49,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3576399491,Valuable,5.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
4999113725,Premium Loyal,5.69,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470847273,Uncommitted,5.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3479082131,Premium Loyal,5.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3454167223,Premium Loyal,6.79,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3464350135,Premium Loyal,7.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
5002947975,Uncommitted,7.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3470099419,Premium Loyal,7.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3472037537,Premium Loyal,8.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3576399491,Valuable,8.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3479303227,Valuable,8.99,GREETING CARDS: CARDS NEUTRAL EVERYDAY
3468207679,Uncommitted,1.99,GREETING CARDS: CARDS NEUTRAL ST  PATS
3477340463,Potential,2.69,GREETING CARDS: CARDS NEUTRAL ST  PATS
3477134615,Premium Loyal,3.49,GREETING CARDS: CARDS NEUTRAL ST  PATS
3477340463,Potential,6.28,GREETING CARDS: CARDS NEUTRAL ST  PATS
3567694663,Premium Loyal,5.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3511438249,Valuable,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3787700979,Valuable,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3567694663,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
8614328969,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3631695691,Uncommitted,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3533857523,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
8614328969,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3713596959,Potential,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3568004739,Premium Loyal,4.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,5.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
4998996947,Lapsed,5.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3474842083,Potential,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3471722687,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3468818111,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3646744305,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3462732023,Valuable,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3687531611,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
4999189199,Potential,6.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3491940267,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3646744305,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3467998013,Premium Loyal,7.95,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3470388469,Premium Loyal,8.950000000000001,GREETING CARDS: CARDS PAPYRUS EVERYDAY
3713596959,Potential,5.95,GREETING CARDS: CARDS PAPYRUS GRADUATE
3713596959,Potential,6.95,GREETING CARDS: CARDS PAPYRUS GRADUATE
3513958515,Uncommitted,5.95,GREETING CARDS: CARDS PAPYRUS GRADUATE
3470987527,Premium Loyal,6.95,GREETING CARDS: CARDS PAPYRUS GRADUATE
3548443199,Uncommitted,0.79,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
9437602935,Uncommitted,2.49,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
5177945567,Uncommitted,2.99,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
3406282157,Premium Loyal,1.99,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
3767922881,Potential,2.99,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
3394496827,Valuable,1.99,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
8388079695,Valuable,2.49,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
8388079695,Valuable,2.79,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
3611737125,Premium Loyal,3.98,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
3401443685,Premium Loyal,2.49,PASTA & PIZZA SAUCE: CLSC VODKA PASTA SAUCE
5153988775,Valuable,4.99,PASTA & PIZZA SAUCE: HEMIS ITL HRB BLSM SCE
5153988775,Valuable,4.99,PASTA & PIZZA SAUCE: HEMIS ITL HRB BLSM SCE
3771230195,Premium Loyal,4.99,GREETING CARDS: HMK BAG GRAND HOT PINK
3797354373,Valuable,2.99,GREETING CARDS: HMK BAG LG CLASS OF 17
3766103217,Premium Loyal,4.99,GREETING CARDS: HMK BAG LG TROLLS CHAR
3795540705,Premium Loyal,2.99,GREETING CARDS: HMK BAG MED BLUE TONAL
3417476981,Valuable,2.99,GREETING CARDS: HMK BAG MED BLUE TONAL
3776691275,Uncommitted,1.99,GREETING CARDS: HMK BAG MED SOLID BABY
3659747837,Premium Loyal,1.99,GREETING CARDS: HMK BAG MED SOLID BLUE
3513020803,Valuable,5.49,GREETING CARDS: HMK BAG MG HBD BLU GRN
3771230195,Premium Loyal,2.49,GREETING CARDS: HMK BAG SM MORTARBOARD
3790085143,Uncommitted,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
9469275687,Premium Loyal,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3599283529,Potential,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3782964775,Premium Loyal,4.59,GREETING CARDS: HMK CARD ANNIVER CROWN
3563453527,Premium Loyal,4.99,GREETING CARDS: HMK CARD ANNIVER CROWN
5389385769,Potential,5.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3790526791,Valuable,6.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3757003615,Premium Loyal,7.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3823881777,Potential,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3448763071,Premium Loyal,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3613264013,Uncommitted,4.49,GREETING CARDS: HMK CARD ANNIVER CROWN
3804317755,Premium Loyal,4.59,GREETING CARDS: HMK CARD ANNIVER CROWN
3613264013,Uncommitted,4.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3805997985,Valuable,5.49,GREETING CARDS: HMK CARD ANNIVER CROWN
3820259381,Premium Loyal,5.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3479744189,Premium Loyal,2.99,GREETING CARDS: HMK CARD ANNIVER CROWN
5740114071,Premium Loyal,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3396323823,Premium Loyal,3.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3480420519,Premium Loyal,5.49,GREETING CARDS: HMK CARD ANNIVER CROWN
3391871945,Uncommitted,6.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3596955955,Valuable,6.99,GREETING CARDS: HMK CARD ANNIVER CROWN
3816081463,Premium Loyal,6.640000000000001,GREETING CARDS: HMK CARD ANNIVER CROWN
3797019545,Uncommitted,2,GREETING CARDS: HMK CARD ANNIVER VALUE
3438041071,Valuable,0.99,GREETING CARDS: HMK CARD ANNIVER VALUE
3642950037,Premium Loyal,1.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3550897183,Uncommitted,2.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3771230195,Premium Loyal,2.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3776912265,Valuable,2.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3774395605,Valuable,2.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3642950037,Premium Loyal,3.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3757003615,Premium Loyal,3.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3553244825,Premium Loyal,3.59,GREETING CARDS: HMK CARD BRTHDAY CROWN
3775196227,Uncommitted,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3786604073,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3720293979,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
4887046077,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3808933123,Uncommitted,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3553244825,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
8614197105,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3568779373,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3533857523,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3776912265,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
6130140661,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
5177947099,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3777337099,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3797888575,Valuable,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3659747837,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3791460213,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3791460213,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3713596959,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3800876355,Premium Loyal,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3793017151,Potential,3.99,GREETING CARDS: HMK CARD BRTHDAY CROWN
3772295111,Premium Loyal,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3505282703,Potential,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3774395605,Valuable,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3772027267,Valuable,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3806717109,Valuable,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3720293979,Premium Loyal,4.49,GREETING CARDS: HMK CARD BRTHDAY CROWN
3772295111,Premium Loyal,4.59,GREETING CARDS: HMK CARD BRTHDAY CROWN
3806717109,Valuable,4.59,GREETING CARDS: HMK CARD BRTHDAY CROWN
